-5.695544213865576446e-08,-6.322491519197628002e-08,-6.664667471876192705e-08,-6.575317114534688806e-08,-5.934890119555486294e-08,-4.700754175637481476e-08,-2.958754391707904478e-08,-9.579061835258427159e-09,8.922805524015732354e-09,2.076597920643499081e-08,2.085042802833509062e-08,5.708800011481101439e-09,-2.475854561571368966e-08,-6.615134891244162518e-08,-1.101504212872357237e-07,-1.473630177777221234e-07,-1.713672362708465514e-07,-1.816977087623945198e-07,-1.841471956944716002e-07,-1.885436330439347416e-07,-2.053768093524147499e-07,-2.425112810793050549e-07,-3.024722486832525987e-07,-3.806544640911828891e-07,-4.651178266255663633e-07,-5.387745343214014462e-07,-5.841866711204345189e-07,-5.892408432245241234e-07,-5.504340347989403835e-07,-4.722063610466241337e-07,-3.643431446873484052e-07,-2.399926113714780670e-07,-1.141501057829804185e-07,-1.327832952081172425e-09,8.736221780682887721e-08,1.462878453115692770e-07,1.755971315917127384e-07,1.799194674941896316e-07,1.662995770934184972e-07,1.421971980468406735e-07,1.140511564345701643e-07
-5.747096255340706369e-07,-6.912591104703750358e-07,-7.957316923533254365e-07,-8.699819727112711074e-07,-8.936831041244998964e-07,-8.495713321285668606e-07,-7.318400428271592390e-07,-5.557935864519970705e-07,-3.643920558845866683e-07,-2.259810212617763931e-07,-2.184391267099991582e-07,-3.977153875758922869e-07,-7.538476299594066568e-07,-1.171117516153094968e-06,-1.431277034486541101e-06,-1.297318013793990544e-06,-6.524474042694635231e-07,4.039230228761630823e-07,1.578412536708182593e-06,2.496996455800343152e-06,2.824884076815469207e-06,2.342020156569568711e-06,9.838879349945855317e-07,-1.123620970305218129e-06,-3.636684182251466566e-06,-6.025875426825861982e-06,-7.728491896393391777e-06,-8.372434980065664457e-06,-7.902011042962649488e-06,-6.522479641360306605e-06,-4.575205266966815355e-06,-2.451876807740383896e-06,-5.276408868952294559e-07,9.192945087556983534e-07,1.769507094251767482e-06,2.064449198782920219e-06,1.951806780160855922e-06,1.611294741263337690e-06,1.196887820231506174e-06,8.102763121325019356e-07,5.009049279692723194e-07
-4.629920587459579492e-06,-6.356091406459805449e-06,-8.226209838942842977e-06,-9.978525061094556414e-06,-1.130470630582483375e-05,-1.195826852960735990e-05,-1.188479175058378786e-05,-1.130019672739076798e-05,-1.062279067014906467e-05,-1.021458668599600432e-05,-1.001063580497475217e-05,-9.184313061477497185e-06,-5.843811021633557689e-06,3.370766268644930054e-06,2.321696502419667426e-05,5.762589564867216243e-05,1.052743777753448152e-04,1.573549077407989348e-04,2.015542862234834200e-04,2.290989662737719687e-04,2.382497159784629614e-04,2.319338017085965670e-04,2.124850792269958365e-04,1.786453281448750774e-04,1.288730196534631264e-04,6.862666371087047335e-05,1.143953156696487880e-05,-3.017700930496260885e-05,-5.193259972253121528e-05,-5.541180607722273344e-05,-4.425373118947295342e-05,-2.409621990003068078e-05,-2.508954147441077834e-06,1.354932528006879711e-05,2.063293514310504009e-05,1.954756766715098486e-05,1.376200041169362980e-05,7.047346111145032726e-06,1.858181548898153964e-06,-1.034186145585008827e-06,-2.026718884426724512e-06
-1.161931178250376569e-05,-2.272403269652057846e-05,-4.187597773064986200e-05,-6.987494693448496885e-05,-1.054417080800210447e-04,-1.462466890597211694e-04,-1.913054453568446226e-04,-2.419312934718883363e-04,-2.966608191448574902e-04,-3.381908945319685037e-04,-3.187270978895004195e-04,-1.576093733473601227e-04,2.415566406887923595e-04,9.669233696626560208e-04,2.072859133551942321e-03,3.496615993916777666e-03,4.891801892799499570e-03,5.625633004718138749e-03,5.207311484398804979e-03,3.779549470334677991e-03,2.083896004130032266e-03,9.824845827952266228e-04,9.739118362373228163e-04,1.900009862918262266e-03,3.029953120460378378e-03,3.713008878450598568e-03,3.874152914922780831e-03,3.617531037589217548e-03,2.876952041233360804e-03,1.704762638702005204e-03,4.613300709825552044e-04,-4.295167613596870054e-04,-7.809751649230164830e-04,-6.964366571150753908e-04,-4.182298841323586844e-04,-1.550527755248602918e-04,-2.399163840566348203e-06,4.281764679421771959e-05,2.790876787952334479e-05,-1.476926905074510392e-06,-2.084795258186477316e-05
-2.365270894726741527e-07,9.852409329350799035e-05,2.960718443888586031e-04,5.531307042654376189e-04,6.914447401677895153e-04,3.561980757653746671e-04,-8.890404279256544509e-04,-3.242813884200619178e-03,-6.153035040234050741e-03,-7.903495142719074371e-03,-5.852068896514647442e-03,2.225398646998354157e-03,1.607894742657568418e-02,3.201851172141410851e-02,4.520346224932993845e-02,5.394177188631198855e-02,5.852308577029685654e-02,5.092841301995115061e-02,1.259019131848159757e-02,-6.936046035006659949e-02,-1.905775944369195452e-01,-3.102042776955751813e-01,-3.382611937477796316e-01,-2.443702537007159115e-01,-1.322603521277947169e-01,-7.055805066296162720e-02,-2.991477862862081810e-02,1.250523627778324723e-02,4.511248625821168839e-02,5.510253735886991300e-02,4.503161040600680426e-02,2.662904426848181766e-02,1.035253654817769840e-02,7.090821865753897798e-04,-2.800645762964697975e-03,-2.746765756126105709e-03,-1.507343696983366168e-03,-4.079415256528575481e-04,1.619110343346713522e-04,3.032180431489737158e-04,2.377492229042565389e-04
3.032638831294226858e-04,4.770108767390482656e-04,5.985348384949765350e-04,6.331015439336569678e-04,8.686173723974558846e-04,2.421378189440009324e-03,7.737434554335144259e-03,2.038829309943648513e-02,4.306583686370310526e-02,7.313497433448634677e-02,9.744472528213901641e-02,9.251931629486118136e-02,3.993158526736666214e-02,-3.812439665064419614e-02,-4.212051808320202428e-02,1.759460902904197710e-01,6.021010457121499515e-01,5.994218155766739553e-01,-1.367282798352649653e+00,-5.938174512955040285e+00,1.305420234532759949e+01,-5.938174512955040285e+00,-1.367282798352649653e+00,5.994218155766739553e-01,6.021010457121499515e-01,1.759460902904197710e-01,-4.212051808320202428e-02,-3.812439665064419614e-02,3.993158526736666214e-02,9.251931629486118136e-02,9.744472528213901641e-02,7.313497433448634677e-02,4.306583686370310526e-02,2.038829309943648513e-02,7.737434554335144259e-03,2.421378189440009324e-03,8.686173723974558846e-04,6.331015439336569678e-04,5.985348384949765350e-04,4.770108767390482656e-04,3.032638831294226858e-04
2.377492229042565389e-04,3.032180431489737158e-04,1.619110343346713522e-04,-4.079415256528575481e-04,-1.507343696983366168e-03,-2.746765756126105709e-03,-2.800645762964697975e-03,7.090821865753897798e-04,1.035253654817769840e-02,2.662904426848181766e-02,4.503161040600680426e-02,5.510253735886991300e-02,4.511248625821168839e-02,1.250523627778324723e-02,-2.991477862862081810e-02,-7.055805066296162720e-02,-1.322603521277947169e-01,-2.443702537007159115e-01,-3.382611937477796316e-01,-3.102042776955751813e-01,-1.905775944369195452e-01,-6.936046035006659949e-02,1.259019131848159757e-02,5.092841301995115061e-02,5.852308577029685654e-02,5.394177188631198855e-02,4.520346224932993845e-02,3.201851172141410851e-02,1.607894742657568418e-02,2.225398646998354157e-03,-5.852068896514647442e-03,-7.903495142719074371e-03,-6.153035040234050741e-03,-3.242813884200619178e-03,-8.890404279256544509e-04,3.561980757653746671e-04,6.914447401677895153e-04,5.531307042654376189e-04,2.960718443888586031e-04,9.852409329350799035e-05,-2.365270894726741527e-07
-2.084795258186477316e-05,-1.476926905074510392e-06,2.790876787952334479e-05,4.281764679421771959e-05,-2.399163840566348203e-06,-1.550527755248602918e-04,-4.182298841323586844e-04,-6.964366571150753908e-04,-7.809751649230164830e-04,-4.295167613596870054e-04,4.613300709825552044e-04,1.704762638702005204e-03,2.876952041233360804e-03,3.617531037589217548e-03,3.874152914922780831e-03,3.713008878450598568e-03,3.029953120460378378e-03,1.900009862918262266e-03,9.739118362373228163e-04,9.824845827952266228e-04,2.083896004130032266e-03,3.779549470334677991e-03,5.207311484398804979e-03,5.625633004718138749e-03,4.891801892799499570e-03,3.496615993916777666e-03,2.072859133551942321e-03,9.669233696626560208e-04,2.415566406887923595e-04,-1.576093733473601227e-04,-3.187270978895004195e-04,-3.381908945319685037e-04,-2.966608191448574902e-04,-2.419312934718883363e-04,-1.913054453568446226e-04,-1.462466890597211694e-04,-1.054417080800210447e-04,-6.987494693448496885e-05,-4.187597773064986200e-05,-2.272403269652057846e-05,-1.161931178250376569e-05
-2.026718884426724512e-06,-1.034186145585008827e-06,1.858181548898153964e-06,7.047346111145032726e-06,1.376200041169362980e-05,1.954756766715098486e-05,2.063293514310504009e-05,1.354932528006879711e-05,-2.508954147441077834e-06,-2.409621990003068078e-05,-4.425373118947295342e-05,-5.541180607722273344e-05,-5.193259972253121528e-05,-3.017700930496260885e-05,1.143953156696487880e-05,6.862666371087047335e-05,1.288730196534631264e-04,1.786453281448750774e-04,2.124850792269958365e-04,2.319338017085965670e-04,2.382497159784629614e-04,2.290989662737719687e-04,2.015542862234834200e-04,1.573549077407989348e-04,1.052743777753448152e-04,5.762589564867216243e-05,2.321696502419667426e-05,3.370766268644930054e-06,-5.843811021633557689e-06,-9.184313061477497185e-06,-1.001063580497475217e-05,-1.021458668599600432e-05,-1.062279067014906467e-05,-1.130019672739076798e-05,-1.188479175058378786e-05,-1.195826852960735990e-05,-1.130470630582483375e-05,-9.978525061094556414e-06,-8.226209838942842977e-06,-6.356091406459805449e-06,-4.629920587459579492e-06
5.009049279692723194e-07,8.102763121325019356e-07,1.196887820231506174e-06,1.611294741263337690e-06,1.951806780160855922e-06,2.064449198782920219e-06,1.769507094251767482e-06,9.192945087556983534e-07,-5.276408868952294559e-07,-2.451876807740383896e-06,-4.575205266966815355e-06,-6.522479641360306605e-06,-7.902011042962649488e-06,-8.372434980065664457e-06,-7.728491896393391777e-06,-6.025875426825861982e-06,-3.636684182251466566e-06,-1.123620970305218129e-06,9.838879349945855317e-07,2.342020156569568711e-06,2.824884076815469207e-06,2.496996455800343152e-06,1.578412536708182593e-06,4.039230228761630823e-07,-6.524474042694635231e-07,-1.297318013793990544e-06,-1.431277034486541101e-06,-1.171117516153094968e-06,-7.538476299594066568e-07,-3.977153875758922869e-07,-2.184391267099991582e-07,-2.259810212617763931e-07,-3.643920558845866683e-07,-5.557935864519970705e-07,-7.318400428271592390e-07,-8.495713321285668606e-07,-8.936831041244998964e-07,-8.699819727112711074e-07,-7.957316923533254365e-07,-6.912591104703750358e-07,-5.747096255340706369e-07
